ZDB-GENE-980526-340	ENSDARG00000017821
ZDB-GENE-100119-1	ENSDARG00000101258
ZDB-GENE-070117-467	Not found
ZDB-GENE-090112-3	ENSDARG00000098237
ZDB-GENE-990415-8	ENSDARG00000028148
ZDB-GENE-070117-694	ENSDARG00000096095
ZDB-GENE-030131-713	ENSDARG00000020482
ZDB-GENE-041008-175	ENSDARG00000018820
ZDB-GENE-070117-945	Not found
ZDB-GENE-070112-996	ENSDARG00000038363
ZDB-GENE-990415-33	ENSDARG00000006110
ZDB-GENE-060312-43	ENSDARG00000031809
ZDB-GENE-070117-2364	Not found
ZDB-GENE-050522-222	ENSDARG00000102349
ZDB-GENE-070117-216	Not found
ZDB-GENE-030515-6	ENSDARG00000091419
ZDB-GENE-070117-1702	Not found
ZDB-GENE-070117-1259	Not found
ZDB-GENE-050419-191	ENSDARG00000062824
ZDB-GENE-060612-1	ENSDARG00000060106
ZDB-GENE-081016-2	ENSDARG00000078139
ZDB-GENE-030911-9	ENSDARG00000103092
ZDB-GENE-070117-2077	Not found
ZDB-GENE-070117-1635	Not found
ZDB-GENE-040426-995	ENSDARG00000058140
ZDB-GENE-060503-715	ENSDARG00000069014
ZDB-GENE-040426-1042	ENSDARG00000103025
ZDB-GENE-040426-1613	ENSDARG00000087377
ZDB-GENE-030131-304	ENSDARG00000037038
ZDB-GENE-050320-86	ENSDARG00000010710
ZDB-GENE-070424-152	ENSDARG00000060661
ZDB-GENE-021219-3	ENSDARG00000045155
ZDB-GENE-061103-265	ENSDARG00000102889
ZDB-GENE-030513-1	ENSDARG00000037946
ZDB-GENE-991019-3	ENSDARG00000019096
ZDB-GENE-081006-2	ENSDARG00000080453
ZDB-GENE-990415-174	ENSDARG00000056130
ZDB-GENE-050417-158	ENSDARG00000103643
ZDB-GENE-070117-598	Not found
ZDB-GENE-040426-2116	ENSDARG00000068587
ZDB-GENE-030909-10	ENSDARG00000104484
ZDB-GENE-081208-10	Not found
ZDB-GENE-110519-1	ENSDARG00000103591
ZDB-GENE-081105-64	ENSDARG00000077536
ZDB-GENE-001103-1	ENSDARG00000003293
ZDB-GENE-070117-253	Not found
ZDB-GENE-040426-1810	ENSDARG00000091756
ZDB-GENE-070117-347	Not found
ZDB-GENE-030605-1	ENSDARG00000077226
ZDB-GENE-031202-2	ENSDARG00000012395
ZDB-GENE-051127-39	ENSDARG00000071090
ZDB-GENE-090122-1	ENSDARG00000021895
ZDB-GENE-070117-2472	Not found
ZDB-GENE-070117-490	Not found
ZDB-GENE-040426-2068	ENSDARG00000058348
ZDB-GENE-070117-2313	Not found
ZDB-GENE-070117-2270	Not found
ZDB-GENE-031118-54	ENSDARG00000021110
ZDB-GENE-070117-2395	Not found
ZDB-GENE-070117-2047	Not found
ZDB-GENE-070327-2	ENSDARG00000011201
ZDB-GENE-070117-2358	Not found
ZDB-GENE-040905-4	ENSDARG00000041113
ZDB-GENE-060803-1	ENSDARG00000044056
ZDB-GENE-040426-1818	Not found
ZDB-GENE-100726-4	Not found
ZDB-GENE-030131-6778	ENSDARG00000008947
ZDB-GENE-060503-372	ENSDARG00000073814
ZDB-GENE-070117-2205	ENSDARG00000019743
ZDB-GENE-020129-1	ENSDARG00000008398
ZDB-GENE-070117-2215	Not found
ZDB-GENE-060126-2	ENSDARG00000063522
ZDB-GENE-021115-2	ENSDARG00000036232
ZDB-GENE-070117-1733	Not found
ZDB-GENE-980526-320	ENSDARG00000037421
ZDB-GENE-030131-4097	ENSDARG00000056175
ZDB-GENE-081104-64	ENSDARG00000061544
ZDB-GENE-070117-2503	Not found
ZDB-GENE-070117-890	Not found
ZDB-GENE-031112-11	ENSDARG00000011404
ZDB-GENE-030131-441	ENSDARG00000061794
ZDB-GENE-011109-1	ENSDARG00000042667
ZDB-GENE-070117-1897	Not found
ZDB-GENE-070117-2063	Not found
ZDB-GENE-030131-1921	ENSDARG00000008803
ZDB-GENE-070117-2365	Not found
ZDB-GENE-040520-4	ENSDARG00000042535
ZDB-GENE-030131-102	ENSDARG00000042934
ZDB-GENE-060503-777	ENSDARG00000063244
ZDB-GENE-080402-7	ENSDARG00000074905
ZDB-GENE-030131-555	ENSDARG00000098916
ZDB-GENE-010406-5	ENSDARG00000004251
ZDB-GENE-050417-448	ENSDARG00000009825
ZDB-GENE-990712-18	ENSDARG00000014259
ZDB-GENE-060929-1254	ENSDARG00000033840
ZDB-GENE-070117-243	Not found
ZDB-GENE-980526-389	ENSDARG00000037995
ZDB-GENE-060427-3	ENSDARG00000042233
ZDB-GENE-040426-1808	ENSDARG00000056920
ZDB-GENE-060503-266	ENSDARG00000029671
ZDB-GENE-020829-1	ENSDARG00000023316
ZDB-GENE-070117-328	Not found
ZDB-GENE-040426-2279	ENSDARG00000074466
ZDB-GENE-991117-1	ENSDARG00000012019
ZDB-GENE-030603-1	ENSDARG00000078784
ZDB-GENE-050213-1	ENSDARG00000007886
ZDB-GENE-040826-2	ENSDARG00000000853
ZDB-GENE-080521-3	ENSDARG00000004537
ZDB-GENE-030131-667	ENSDARG00000099458
ZDB-GENE-070117-1402	Not found
ZDB-GENE-061108-1	ENSDARG00000044216
ZDB-GENE-980526-397	ENSDARG00000055158
ZDB-GENE-040801-44	ENSDARG00000101759
ZDB-GENE-070117-2115	Not found
ZDB-GENE-050201-3	ENSDARG00000052556
ZDB-GENE-070117-13	Not found
ZDB-GENE-030327-7	ENSDARG00000033616
ZDB-GENE-081104-169	ENSDARG00000069134
ZDB-GENE-980605-30	ENSDARG00000038159
ZDB-GENE-030131-9322	ENSDARG00000054755
ZDB-GENE-980526-143	ENSDARG00000021032
ZDB-GENE-980526-333	ENSDARG00000053569
ZDB-GENE-070117-2288	Not found
ZDB-GENE-070117-2339	Not found
ZDB-GENE-060526-267	ENSDARG00000061915
ZDB-GENE-030131-2207	ENSDARG00000015314
ZDB-GENE-100707-1	ENSDARG00000030417
ZDB-GENE-030219-204	ENSDARG00000007682
ZDB-GENE-090311-6	ENSDARG00000060372
ZDB-GENE-040426-2452	ENSDARG00000011564
ZDB-GENE-030328-29	ENSDARG00000036164
ZDB-GENE-070117-2444	Not found
ZDB-GENE-040426-1729	ENSDARG00000017542
ZDB-GENE-030131-947	ENSDARG00000013430
ZDB-GENE-030131-2085	ENSDARG00000103433
ZDB-GENE-040426-2209	ENSDARG00000040534
ZDB-GENE-030131-2172	ENSDARG00000102571
ZDB-GENE-040426-1156	ENSDARG00000011257
ZDB-GENE-081105-56	ENSDARG00000061759
ZDB-GENE-070117-2009	Not found
ZDB-GENE-000329-4	ENSDARG00000043130
ZDB-GENE-050522-503	ENSDARG00000025032
ZDB-GENE-000426-1	ENSDARG00000019815
ZDB-GENE-121214-346	ENSDARG00000099936
ZDB-GENE-020419-4	ENSDARG00000024204
ZDB-GENE-031001-8	ENSDARG00000091831
ZDB-GENE-070117-2459	Not found
ZDB-GENE-041114-87	ENSDARG00000011693
ZDB-GENE-080718-5	Not found
ZDB-GENE-060616-382	ENSDARG00000006314
ZDB-GENE-990415-236	ENSDARG00000071684
ZDB-GENE-040927-28	ENSDARG00000025854
ZDB-GENE-070117-2021	Not found
ZDB-GENE-070117-341	Not found
ZDB-GENE-070117-1860	Not found
ZDB-GENE-081104-363	ENSDARG00000076994
ZDB-GENE-081022-124	ENSDARG00000005374
ZDB-GENE-030814-2	ENSDARG00000017953
ZDB-GENE-030131-3127	ENSDARG00000079027
ZDB-GENE-131121-183	ENSDARG00000017579
ZDB-GENE-070117-2154	Not found
ZDB-GENE-030131-5306	ENSDARG00000063663
ZDB-GENE-050208-235	ENSDARG00000039878
ZDB-GENE-070112-932	ENSDARG00000060002
ZDB-GENE-070427-12	Not found
ZDB-GENE-020507-2	ENSDARG00000002213
ZDB-GENE-030826-21	ENSDARG00000041215
ZDB-GENE-070117-358	Not found
ZDB-GENE-070117-2245	Not found
ZDB-GENE-030131-6458	ENSDARG00000098764
ZDB-GENE-040426-1721	ENSDARG00000041921
ZDB-GENE-030131-780	ENSDARG00000068191
ZDB-GENE-040808-19	ENSDARG00000102452
ZDB-GENE-041220-1	ENSDARG00000101322
ZDB-GENE-040426-2768	ENSDARG00000016691
ZDB-GENE-980526-125	ENSDARG00000014722
ZDB-GENE-021031-4	ENSDARG00000076317
ZDB-GENE-980526-562	ENSDARG00000003971
ZDB-GENE-041212-50	ENSDARG00000038879
ZDB-GENE-030131-1452	ENSDARG00000069463
ZDB-GENE-990415-270	ENSDARG00000035559
ZDB-GENE-070117-1836	Not found
ZDB-GENE-070117-1277	Not found
ZDB-GENE-070117-2018	Not found
ZDB-GENE-070831-1	ENSDARG00000104665
ZDB-GENE-041011-3	ENSDARG00000010784
ZDB-GENE-070117-2325	Not found
ZDB-GENE-090313-229	ENSDARG00000086391
ZDB-GENE-020416-5	ENSDARG00000011785
ZDB-GENE-030131-9092	ENSDARG00000070849
ZDB-GENE-040426-2795	ENSDARG00000044339
ZDB-GENE-070725-1	ENSDARG00000060298
ZDB-GENE-070117-2217	Not found
ZDB-GENE-070410-133	ENSDARG00000070165
ZDB-GENE-070830-1	ENSDARG00000061203
ZDB-GENE-051113-72	ENSDARG00000053617
ZDB-GENE-070117-417	Not found
ZDB-GENE-030131-8078	ENSDARG00000015224
ZDB-GENE-060503-499	ENSDARG00000070187
ZDB-GENE-010718-1	ENSDARG00000034424
ZDB-GENE-060503-709	ENSDARG00000061479
ZDB-GENE-090109-2	ENSDARG00000104853
ZDB-GENE-030616-622	ENSDARG00000001452
ZDB-GENE-030429-30	ENSDARG00000035957
ZDB-GENE-000125-4	ENSDARG00000002336
ZDB-GENE-030219-90	ENSDARG00000059911
ZDB-GENE-060110-2	ENSDARG00000055154
ZDB-GENE-060825-97	ENSDARG00000063437
ZDB-GENE-070117-2418	Not found
ZDB-GENE-030131-3158	ENSDARG00000001437
ZDB-GENE-041114-119	ENSDARG00000003208
ZDB-GENE-050522-396	ENSDARG00000038894
ZDB-GENE-040625-109	ENSDARG00000070795
ZDB-GENE-070117-916	Not found
ZDB-GENE-030131-9770	ENSDARG00000061923
ZDB-GENE-040426-747	ENSDARG00000016999
ZDB-GENE-070117-2387	Not found
ZDB-GENE-050327-78	ENSDARG00000015273
ZDB-GENE-030820-1	ENSDARG00000037020
ZDB-GENE-030131-5982	ENSDARG00000018961
ZDB-GENE-060503-301	ENSDARG00000025974
ZDB-GENE-050306-8	ENSDARG00000010655
ZDB-GENE-040426-2317	ENSDARG00000098080
ZDB-GENE-070117-456	Not found
ZDB-GENE-030131-1723	ENSDARG00000004726
ZDB-GENE-030131-8494	ENSDARG00000103007
ZDB-GENE-030616-594	ENSDARG00000068246
ZDB-GENE-070718-2	ENSDARG00000029204
ZDB-GENE-061214-6	ENSDARG00000062892
ZDB-GENE-020419-28	ENSDARG00000012399
ZDB-GENE-050531-1	ENSDARG00000009782
ZDB-GENE-070117-2423	ENSDARG00000070623
ZDB-GENE-070117-1072	Not found
ZDB-GENE-070912-532	ENSDARG00000003779
ZDB-GENE-080724-12	ENSDARG00000055238
ZDB-GENE-100107-1	ENSDARG00000059173
ZDB-GENE-090506-7	ENSDARG00000086158
ZDB-GENE-031006-6	ENSDARG00000033735
ZDB-GENE-041210-358	ENSDARG00000090654
ZDB-GENE-980526-221	ENSDARG00000058656
ZDB-GENE-070117-2059	Not found
ZDB-GENE-030616-579	ENSDARG00000014479
ZDB-GENE-050114-3	ENSDARG00000104815
ZDB-GENE-050417-22	ENSDARG00000071011
ZDB-GENE-070117-1538	Not found
ZDB-GENE-031112-1	ENSDARG00000090637
ZDB-GENE-010320-1	ENSDARG00000087554
ZDB-GENE-031126-3	ENSDARG00000055926
ZDB-GENE-030707-1	ENSDARG00000036456
ZDB-GENE-030326-4	ENSDARG00000041065
ZDB-GENE-990630-11	ENSDARG00000044059
ZDB-GENE-030131-7093	Not found
ZDB-GENE-030131-4218	ENSDARG00000034344
ZDB-GENE-980526-419	ENSDARG00000095019
ZDB-GENE-020419-29	ENSDARG00000098312
ZDB-GENE-040724-89	Not found
ZDB-GENE-070615-29	ENSDARG00000058999
ZDB-GENE-030421-3	ENSDARG00000038442
ZDB-GENE-991206-8	ENSDARG00000058819
ZDB-GENE-040718-194	ENSDARG00000018270
ZDB-GENE-040908-1	ENSDARG00000100114
ZDB-GENE-140415-2	Not found
ZDB-GENE-040426-933	ENSDARG00000021509
ZDB-GENE-070117-2239	Not found
ZDB-GENE-021022-3	ENSDARG00000018907
ZDB-GENE-040426-2787	ENSDARG00000037283
ZDB-GENE-060222-1	ENSDARG00000059236
ZDB-GENE-050107-4	ENSDARG00000010773
ZDB-GENE-070502-1	Not found
ZDB-GENE-050522-147	ENSDARG00000001788
ZDB-GENE-020419-19	ENSDARG00000052674
ZDB-GENE-070117-39	Not found
ZDB-GENE-000616-15	ENSDARG00000055630
ZDB-GENE-030131-1531	ENSDARG00000069090
ZDB-GENE-070117-2040	Not found
ZDB-GENE-021031-3	ENSDARG00000037109
ZDB-GENE-030131-4505	ENSDARG00000062612
ZDB-GENE-070117-2321	Not found
ZDB-GENE-980526-196	Not found
ZDB-GENE-040303-4	ENSDARG00000069640
ZDB-GENE-040426-774	ENSDARG00000089861
ZDB-GENE-040128-2	ENSDARG00000032617
ZDB-GENE-030131-464	ENSDARG00000004774
ZDB-GENE-030616-382	ENSDARG00000104094
ZDB-GENE-070117-375	Not found
ZDB-GENE-041212-49	ENSDARG00000073848
ZDB-GENE-070117-994	Not found
ZDB-GENE-990712-11	ENSDARG00000057830
ZDB-GENE-070117-2385	Not found
ZDB-GENE-070117-887	Not found
ZDB-GENE-040715-4	Not found
ZDB-GENE-090211-6	Not found
ZDB-GENE-990415-22	ENSDARG00000040955
ZDB-GENE-040822-43	ENSDARG00000054250
ZDB-GENE-140130-9	Not found
ZDB-GENE-020122-1	ENSDARG00000012078
ZDB-GENE-040822-26	ENSDARG00000011473
ZDB-GENE-070117-1102	Not found
ZDB-GENE-080131-1	ENSDARG00000075949
ZDB-GENE-050522-308	ENSDARG00000031316
ZDB-GENE-010702-1	ENSDARG00000013853
ZDB-GENE-030616-499	ENSDARG00000099840
ZDB-GENE-050419-256	ENSDARG00000060687
ZDB-GENE-071205-1	Not found
ZDB-GENE-070117-2480	Not found
ZDB-GENE-020419-21	ENSDARG00000038882
ZDB-GENE-070117-620	Not found
ZDB-GENE-040122-3	ENSDARG00000007257
ZDB-GENE-050522-28	ENSDARG00000007407
ZDB-GENE-120123-10	Not found
ZDB-GENE-030219-119	ENSDARG00000035556
ZDB-GENE-061027-102	ENSDARG00000005221
ZDB-GENE-001106-1	ENSDARG00000058822
ZDB-GENE-070112-2132	Not found
ZDB-GENE-030618-1	ENSDARG00000041502
ZDB-GENE-980526-16	ENSDARG00000089334
ZDB-GENE-070117-136	Not found
ZDB-GENE-070117-896	Not found
ZDB-GENE-060526-348	ENSDARG00000092872
ZDB-GENE-030131-994	ENSDARG00000006092
ZDB-GENE-030909-4	ENSDARG00000006603
ZDB-GENE-070117-371	Not found
ZDB-GENE-100922-200	ENSDARG00000092136
ZDB-GENE-990415-179	ENSDARG00000021232
ZDB-GENE-030131-5911	ENSDARG00000020334
ZDB-GENE-070117-75	Not found
ZDB-GENE-070117-2243	Not found
ZDB-GENE-040614-2	ENSDARG00000040556
ZDB-GENE-040625-66	ENSDARG00000103988
ZDB-GENE-020419-23	ENSDARG00000057853
ZDB-GENE-030131-5877	ENSDARG00000099226
ZDB-GENE-040426-1250	ENSDARG00000007449
ZDB-GENE-030131-3238	ENSDARG00000017219
ZDB-GENE-980526-52	ENSDARG00000010192
ZDB-GENE-070117-139	Not found
ZDB-GENE-081105-95	ENSDARG00000078815
ZDB-GENE-030131-55	ENSDARG00000055618
ZDB-GENE-070501-6	ENSDARG00000074908
ZDB-GENE-040930-7	ENSDARG00000034825
ZDB-GENE-030131-8805	ENSDARG00000002249
ZDB-GENE-050127-1	ENSDARG00000045413
ZDB-GENE-031114-4	ENSDARG00000012030
ZDB-GENE-990708-6	ENSDARG00000042904
ZDB-GENE-040426-1038	ENSDARG00000070674
ZDB-GENE-030717-3	ENSDARG00000011618
ZDB-GENE-030131-2168	ENSDARG00000092155
ZDB-GENE-070117-2165	Not found
ZDB-GENE-050904-6	ENSDARG00000030786
ZDB-GENE-090306-3	ENSDARG00000062501
ZDB-GENE-050616-11	ENSDARG00000069450
ZDB-GENE-070117-2015	Not found
ZDB-GENE-070117-465	Not found
ZDB-GENE-060906-1	ENSDARG00000062744
ZDB-GENE-040426-2061	ENSDARG00000070682
ZDB-GENE-150311-2	Not found
ZDB-GENE-040704-56	Not found
ZDB-GENE-040718-253	ENSDARG00000053455
ZDB-GENE-040426-1309	ENSDARG00000020201
ZDB-GENE-050208-123	ENSDARG00000060808
ZDB-GENE-071012-2	Not found
ZDB-GENE-050913-146	ENSDARG00000071395
ZDB-GENE-070117-768	Not found
ZDB-GENE-990415-180	ENSDARG00000020217
ZDB-GENE-040801-205	ENSDARG00000038095
ZDB-GENE-010111-1	ENSDARG00000040266
ZDB-GENE-040426-731	Not found
ZDB-GENE-020530-1	ENSDARG00000052148
ZDB-GENE-030131-3782	ENSDARG00000009170
ZDB-GENE-030131-8210	ENSDARG00000039563
ZDB-GENE-070117-2090	Not found
ZDB-GENE-030916-4	ENSDARG00000029370
ZDB-GENE-070705-53	ENSDARG00000095767
ZDB-GENE-130530-810	ENSDARG00000076722
ZDB-GENE-050419-195	ENSDARG00000062756
ZDB-GENE-070117-2450	Not found
ZDB-GENE-060526-130	ENSDARG00000035682
ZDB-GENE-040426-2173	ENSDARG00000021346
ZDB-GENE-030131-8708	ENSDARG00000010160
ZDB-GENE-041114-196	ENSDARG00000045560
ZDB-GENE-070117-138	Not found
ZDB-GENE-020604-1	ENSDARG00000012944
ZDB-GENE-040427-2	ENSDARG00000044924
ZDB-GENE-070117-2420	Not found
ZDB-GENE-040426-1083	ENSDARG00000039827
ZDB-GENE-070117-2323	Not found
ZDB-GENE-070117-680	Not found
ZDB-GENE-040625-162	ENSDARG00000024479
ZDB-GENE-990415-50	ENSDARG00000071560
ZDB-GENE-070117-296	Not found
ZDB-GENE-070117-2128	Not found
ZDB-GENE-020423-2	ENSDARG00000037153
ZDB-GENE-070117-2037	Not found
ZDB-GENE-130618-1	Not found
ZDB-GENE-040116-2	ENSDARG00000032013
ZDB-GENE-030131-9854	ENSDARG00000078552
ZDB-GENE-060503-38	ENSDARG00000061351
ZDB-GENE-060929-628	ENSDARG00000033134
ZDB-GENE-020418-2	ENSDARG00000021669
ZDB-GENE-120725-1	Not found
ZDB-GENE-980526-135	ENSDARG00000058815
ZDB-GENE-011128-3	ENSDARG00000021389
ZDB-GENE-020419-34	ENSDARG00000023002
ZDB-GENE-070117-71	Not found
ZDB-GENE-070117-227	Not found
ZDB-GENE-030131-2935	ENSDARG00000033307
ZDB-GENE-001222-1	ENSDARG00000005574
ZDB-GENE-000412-1	ENSDARG00000018817
ZDB-GENE-980526-112	ENSDARG00000004023
ZDB-GENE-090303-6	ENSDARG00000062531
ZDB-GENE-030925-47	ENSDARG00000010583
ZDB-GENE-030219-38	ENSDARG00000056557
ZDB-GENE-030616-413	ENSDARG00000000563
ZDB-GENE-080204-126	ENSDARG00000060323
ZDB-GENE-040206-1	ENSDARG00000071498
ZDB-GENE-040426-2263	Not found
ZDB-GENE-110131-7	ENSDARG00000075209
ZDB-GENE-070117-2290	Not found
ZDB-GENE-030131-5243	ENSDARG00000010381
ZDB-GENE-120730-1	ENSDARG00000038583
ZDB-GENE-070117-2193	Not found
ZDB-GENE-041219-2	ENSDARG00000032056
ZDB-GENE-040429-2	ENSDARG00000100657
ZDB-GENE-030131-2656	ENSDARG00000039392
ZDB-GENE-030131-9878	ENSDARG00000002487
ZDB-GENE-081105-185	ENSDARG00000076566
ZDB-GENE-040724-172	ENSDARG00000005789
ZDB-GENE-070514-1	Not found
ZDB-GENE-030131-9837	Not found
ZDB-GENE-030131-8783	ENSDARG00000044573
ZDB-GENE-070117-2124	Not found
ZDB-GENE-020419-38	ENSDARG00000039302
ZDB-GENE-070111-1	ENSDARG00000051854
ZDB-GENE-060929-512	ENSDARG00000002172
ZDB-GENE-990910-11	ENSDARG00000003732
ZDB-GENE-030616-571	ENSDARG00000056427
ZDB-GENE-030616-511	ENSDARG00000058953
ZDB-GENE-070117-2342	Not found
ZDB-GENE-030131-3936	ENSDARG00000059461
ZDB-GENE-030724-5	ENSDARG00000040649
ZDB-GENE-080717-1	ENSDARG00000078416
ZDB-GENE-020905-2	ENSDARG00000004173
ZDB-GENE-050417-357	ENSDARG00000076010
ZDB-GENE-040718-190	ENSDARG00000088030
ZDB-GENE-040816-1	ENSDARG00000075549
ZDB-GENE-980526-501	ENSDARG00000019930
ZDB-GENE-050809-39	ENSDARG00000054707
ZDB-GENE-050119-3	ENSDARG00000101120
ZDB-GENE-040801-236	ENSDARG00000073737
ZDB-GENE-050417-296	Not found
ZDB-GENE-101027-1	ENSDARG00000077495
ZDB-GENE-070117-286	Not found
ZDB-GENE-060929-244	ENSDARG00000044574
ZDB-GENE-030131-7791	ENSDARG00000045760
ZDB-GENE-080721-18	ENSDARG00000003776
ZDB-GENE-081027-4	ENSDARG00000079217
ZDB-GENE-081210-16	Not found
ZDB-GENE-070501-1	ENSDARG00000007370
ZDB-GENE-070117-141	Not found
ZDB-GENE-070427-4	Not found
ZDB-GENE-071205-4	Not found
ZDB-GENE-070117-210	Not found
ZDB-GENE-041024-9	ENSDARG00000044304
ZDB-GENE-040718-156	ENSDARG00000038858
ZDB-GENE-070117-1039	Not found
ZDB-GENE-040624-11	ENSDARG00000058548
ZDB-GENE-030131-2590	ENSDARG00000025535
ZDB-GENE-990714-26	ENSDARG00000031894
ZDB-GENE-100629-1	ENSDARG00000075530
ZDB-GENE-050522-216	ENSDARG00000011863
ZDB-GENE-060125-1	ENSDARG00000103953
ZDB-GENE-030131-3217	ENSDARG00000007425
ZDB-GENE-011101-2	ENSDARG00000090360
ZDB-GENE-080724-10	ENSDARG00000024325
ZDB-GENE-020419-14	ENSDARG00000011648
ZDB-GENE-030219-146	ENSDARG00000101980
ZDB-GENE-070117-506	Not found
ZDB-GENE-030131-5577	ENSDARG00000096603
ZDB-GENE-070117-315	Not found
ZDB-GENE-070117-839	Not found
ZDB-GENE-040930-8	Not found
ZDB-GENE-030131-1028	ENSDARG00000011488
ZDB-GENE-110805-2	ENSDARG00000033956
ZDB-GENE-030131-5217	Not found
ZDB-GENE-070117-2049	Not found
ZDB-GENE-070117-521	Not found
ZDB-GENE-051108-1	ENSDARG00000105206
ZDB-GENE-030131-9818	ENSDARG00000091298
ZDB-GENE-040426-1610	Not found
ZDB-GENE-070117-459	Not found
ZDB-GENE-030131-8022	Not found
ZDB-GENE-070117-2137	Not found
ZDB-GENE-080815-2	Not found
ZDB-GENE-110411-120	ENSDARG00000059558
ZDB-GENE-130530-599	ENSDARG00000038235
ZDB-GENE-070117-2000	Not found
ZDB-GENE-100922-270	ENSDARG00000076058
ZDB-GENE-070424-36	ENSDARG00000067920
ZDB-GENE-000208-25	ENSDARG00000018260
ZDB-GENE-040426-2843	ENSDARG00000017115
ZDB-GENE-030131-9808	ENSDARG00000087779
ZDB-GENE-000629-3	ENSDARG00000004757
ZDB-GENE-060824-6	ENSDARG00000032234
ZDB-GENE-090312-186	ENSDARG00000008279
ZDB-GENE-001228-2	ENSDARG00000042690
ZDB-GENE-060929-966	ENSDARG00000067670
ZDB-GENE-071205-5	Not found
ZDB-GENE-070117-1013	Not found
ZDB-GENE-041007-3	ENSDARG00000024416
ZDB-GENE-060503-719	ENSDARG00000061974
ZDB-GENE-990415-44	ENSDARG00000033999
ZDB-GENE-040712-6	ENSDARG00000013705
ZDB-GENE-030131-2702	Not found
ZDB-GENE-070117-332	Not found
ZDB-GENE-080613-2	Not found
ZDB-GENE-040718-44	ENSDARG00000104340
ZDB-GENE-061025-1	ENSDARG00000020621
ZDB-GENE-070117-2283	Not found
ZDB-GENE-070522-2	ENSDARG00000077866
ZDB-GENE-030729-32	ENSDARG00000098663
ZDB-GENE-110126-1	ENSDARG00000096249
ZDB-GENE-061013-24	ENSDARG00000101175
ZDB-GENE-040426-2449	Not found
ZDB-GENE-050407-1	ENSDARG00000019371
ZDB-GENE-070117-1178	Not found
ZDB-GENE-980526-515	ENSDARG00000017121
ZDB-GENE-070117-2159	Not found
ZDB-GENE-070117-2415	Not found
ZDB-GENE-060503-508	ENSDARG00000100892
ZDB-GENE-030131-2887	ENSDARG00000062915
ZDB-GENE-080522-2	ENSDARG00000099080
ZDB-GENE-080102-2	ENSDARG00000015854
ZDB-GENE-040426-1338	ENSDARG00000045485
ZDB-GENE-090115-1	ENSDARG00000076060
ZDB-GENE-070117-630	Not found
ZDB-GENE-070117-401	Not found
ZDB-GENE-050302-9	ENSDARG00000011407
ZDB-GENE-120123-17	Not found
ZDB-GENE-990715-10	ENSDARG00000008034
ZDB-GENE-040426-2298	ENSDARG00000010238
ZDB-GENE-070117-168	Not found
ZDB-GENE-030131-6349	ENSDARG00000024561
ZDB-GENE-040426-1116	ENSDARG00000027803
ZDB-GENE-090313-318	ENSDARG00000078947
ZDB-GENE-070117-2240	Not found
ZDB-GENE-070202-2	ENSDARG00000098107
ZDB-GENE-030131-5784	ENSDARG00000069989
ZDB-GENE-070412-4	ENSDARG00000100467
ZDB-GENE-070117-553	Not found
ZDB-GENE-040426-1696	ENSDARG00000070864
ZDB-GENE-041114-11	ENSDARG00000013266
ZDB-GENE-040406-2	ENSDARG00000004082
ZDB-GENE-020123-1	ENSDARG00000036542
ZDB-GENE-041111-243	ENSDARG00000062727
ZDB-GENE-040426-1268	ENSDARG00000032614
ZDB-GENE-070117-1032	Not found
ZDB-GENE-030131-2416	ENSDARG00000017320
ZDB-GENE-040907-1	ENSDARG00000035634
ZDB-GENE-070117-2506	Not found
ZDB-GENE-050420-319	ENSDARG00000007990
ZDB-GENE-070117-183	Not found
ZDB-GENE-050309-187	ENSDARG00000069832
ZDB-GENE-070117-2149	Not found
ZDB-GENE-081211-2	ENSDARG00000103320
ZDB-GENE-080929-1	ENSDARG00000076924
ZDB-GENE-080303-21	ENSDARG00000017217
ZDB-GENE-030131-616	ENSDARG00000006219
ZDB-GENE-060312-26	ENSDARG00000007715
ZDB-GENE-040712-1	ENSDARG00000008490
ZDB-GENE-070117-2285	Not found
ZDB-GENE-070117-2336	Not found
ZDB-GENE-030131-2773	ENSDARG00000016181
ZDB-GENE-000828-1	ENSDARG00000005775
ZDB-GENE-010131-8	ENSDARG00000057698
ZDB-GENE-061207-59	ENSDARG00000034941
ZDB-GENE-070410-80	ENSDARG00000071062
ZDB-GENE-030131-4433	ENSDARG00000070570
ZDB-GENE-071116-7	ENSDARG00000094204
ZDB-GENE-040426-2863	ENSDARG00000022418
ZDB-GENE-081208-17	Not found
ZDB-GENE-070112-990	ENSDARG00000013881
ZDB-GENE-100217-1	ENSDARG00000090725
ZDB-GENE-070117-1865	Not found
ZDB-GENE-020419-25	ENSDARG00000099104
ZDB-GENE-051127-19	ENSDARG00000032584
ZDB-GENE-020731-6	ENSDARG00000037433
ZDB-GENE-030717-2	ENSDARG00000005050
ZDB-GENE-001207-1	ENSDARG00000042724
ZDB-GENE-030131-577	ENSDARG00000026180
ZDB-GENE-980605-4	ENSDARG00000042485
ZDB-GENE-041014-1	ENSDARG00000070903
ZDB-GENE-980526-290	ENSDARG00000054033
ZDB-GENE-040426-2656	ENSDARG00000016494
ZDB-GENE-020419-39	ENSDARG00000024904
ZDB-GENE-050522-145	ENSDARG00000004049
ZDB-GENE-021003-1	ENSDARG00000018179
ZDB-GENE-081119-3	ENSDARG00000076856
ZDB-GENE-041210-336	ENSDARG00000045748
ZDB-GENE-060526-71	ENSDARG00000059858
